1	15488	1	
1	22368	1	
1	4868	1	
1	20357	1	
1	9479	1	
1	18696	1	
1	3991	1	
1	22573	1	
1	8079	1	
1	1174	1	
1	22551	1	
1	21295	1	
1	9887	1	
1	20384	1	
1	18851	1	
1	6951	1	
1	12585	2	
1	3629	1	
1	5806	1	
1	15791	1	
1	433	1	
1	18393	1	
1	7095	1	
1	2525	1	
1	10555	1	
1	8892	1	
1	19133	1	
1	6489	1	
1	15808	1	
1	15809	1	
1	11714	1	
1	18108	1	
1	15045	1	
1	9543	1	
1	12465	1	
1	15434	1	
1	20299	1	
1	13388	1	
1	17293	1	
1	9169	1	
1	6099	1	
1	12717	1	
1	11741	1	
1	10975	1	
1	18528	1	
1	7783	1	
1	14725	1	
1	20329	2	
1	7897	1	
1	7463	1	
1	7536	1	
1	18932	1	
1	16373	1	
1	17016	1	
2	18947	1	
2	13316	1	
2	4950	1	
2	18177	1	
2	1546	1	
2	22032	1	
2	13844	1	
2	10926	1	
2	10774	1	
2	3608	1	
2	3332	1	
2	22557	1	
2	16901	1	
2	8225	1	
2	12379	1	
2	8741	1	
2	22057	1	
2	22571	1	
2	1580	1	
2	13360	1	
2	9777	1	
2	11826	1	
2	12852	2	
2	1078	1	
2	4873	1	
2	1594	1	
2	14909	1	
2	4670	1	
2	3647	1	
2	7776	1	
2	8260	1	
2	10821	1	
2	1607	2	
2	19016	1	
2	74	1	
2	13901	1	
2	15439	1	
2	11856	1	
2	15441	1	
2	4691	1	
2	5207	4	
2	6345	1	
2	10331	2	
2	13404	1	
2	11870	2	
2	18016	1	
2	15971	1	
2	13412	1	
2	12390	1	
2	9831	1	
2	8892	1	
2	19460	1	
2	7783	1	
2	9837	1	
2	18030	1	
2	14448	1	
2	9333	1	
2	6776	1	
2	14969	1	
2	11898	1	
2	9854	1	
2	13440	1	
2	13445	1	
2	6791	1	
2	14475	2	
2	21613	1	
2	9873	1	
2	10900	1	
2	10904	1	
2	16030	1	
2	18080	1	
2	17264	1	
2	9381	1	
2	14504	1	
2	9901	1	
2	21678	1	
2	14365	1	
2	16049	2	
2	19124	1	
2	10934	1	
2	12471	1	
2	3258	1	
2	15903	1	
2	3260	1	
2	19133	2	
2	7870	1	
2	2243	1	
2	18628	1	
2	20165	1	
2	20167	1	
2	18632	4	
2	18633	2	
2	13514	1	
2	8908	1	
2	2255	1	
2	18128	1	
2	377	1	
2	22232	1	
2	15579	1	
2	18140	1	
2	15582	1	
2	16608	1	
2	10978	1	
2	8935	1	
2	8532	1	
2	18267	1	
2	13549	1	
2	893	3	
2	6389	1	
2	16890	1	
2	15096	1	
2	15609	1	
2	15610	2	
2	14592	1	
2	14081	1	
2	7938	1	
2	19243	1	
2	4868	1	
2	4870	1	
2	8236	1	
2	4364	2	
2	8461	1	
2	18192	2	
2	18819	1	
2	17172	1	
2	12565	1	
2	15128	1	
2	16260	1	
2	2351	1	
2	8989	1	
2	2847	1	
2	8480	1	
2	5414	1	
2	7463	1	
2	5929	2	
2	9351	1	
2	21295	6	
2	18228	1	
2	12599	1	
2	7988	1	
2	7996	1	
2	7485	1	
2	8511	1	
2	6464	1	
2	4417	1	
2	11318	1	
2	8518	1	
2	22343	1	
2	7564	1	
2	10573	1	
2	9038	1	
2	3408	1	
2	12625	1	
2	15456	1	
2	18772	1	
2	14677	2	
2	9558	1	
2	13658	2	
2	10075	1	
2	1374	2	
2	13663	1	
2	22369	1	
2	20329	4	
2	10096	1	
2	12151	3	
2	21880	2	
2	12153	1	
2	9791	1	
2	13693	1	
2	8063	1	
2	14722	1	
2	13187	1	
2	1412	1	
2	14725	1	
2	7558	1	
2	18528	1	
2	10636	1	
2	20877	1	
2	10525	1	
2	4496	1	
2	9621	1	
2	3321	1	
2	7069	1	
2	7582	1	
2	20384	4	
2	6563	1	
2	6564	1	
2	18853	3	
2	1446	1	
2	10151	1	
2	18857	2	
2	11692	1	
2	7085	1	
2	8630	1	
2	15293	1	
2	22464	1	
2	8641	1	
2	11714	1	
2	10180	1	
2	13255	2	
2	3528	1	
2	11726	1	
2	16848	1	
2	7638	1	
2	5591	1	
2	2525	1	
2	1445	1	
2	2640	1	
2	19938	1	
2	14830	1	
2	11760	2	
2	10621	1	
2	4601	1	
2	4602	2	
3	17323	1	
3	12805	1	
3	7686	1	
3	1545	1	
3	21874	1	
3	10727	1	
3	22032	1	
3	15532	1	
3	14359	1	
3	19480	1	
3	17435	3	
3	31	1	
3	7600	2	
3	10277	1	
3	21032	1	
3	15402	1	
3	22571	2	
3	7537	1	
3	9265	1	
3	1074	1	
3	4787	1	
3	17463	1	
3	3130	1	
3	11835	1	
3	4668	2	
3	20234	1	
3	12351	1	
3	19520	1	
3	4448	1	
3	22082	1	
3	22369	2	
3	15432	2	
3	15434	2	
3	588	5	
3	13389	1	
3	11855	5	
3	10320	1	
3	21586	3	
3	15971	1	
3	7764	1	
3	5207	2	
3	15448	2	
3	89	1	
3	602	3	
3	7771	1	
3	8797	1	
3	18528	1	
3	99	1	
3	13937	3	
3	18023	1	
3	15464	1	
3	7783	1	
3	18540	1	
3	21613	2	
3	11887	1	
3	20080	1	
3	1137	1	
3	20343	1	
3	9918	1	
3	3702	1	
3	8041	1	
3	17017	1	
3	4218	1	
3	3197	1	
3	1385	1	
3	5248	2	
3	7019	2	
3	14981	1	
3	9351	1	
3	7306	1	
3	12429	1	
3	9069	1	
3	3217	2	
3	6290	1	
3	661	1	
3	18628	4	
3	17071	1	
3	12446	1	
3	14495	2	
3	17569	1	
3	21873	1	
3	5801	1	
3	11434	1	
3	683	1	
3	1708	1	
3	9901	2	
3	11438	1	
3	19741	2	
3	16049	3	
3	6323	2	
3	19124	10	
3	13493	1	
3	21686	1	
3	21364	1	
3	698	1	
3	12575	1	
3	19133	4	
3	7870	1	
3	703	1	
3	7874	1	
3	10436	1	
3	20165	5	
3	13514	1	
3	20167	1	
3	20168	2	
3	18633	2	
3	7370	1	
3	1227	1	
3	22220	1	
3	719	1	
3	7888	1	
3	5331	1	
3	17806	1	
3	11992	1	
3	5337	1	
3	11482	1	
3	11471	1	
3	13532	1	
3	11898	2	
3	4831	2	
3	8416	2	
3	2273	1	
3	22188	1	
3	740	1	
3	7397	1	
3	5352	2	
3	4329	1	
3	5354	1	
3	12013	1	
3	20723	2	
3	5929	1	
3	1272	1	
3	17657	1	
3	5498	1	
3	1280	1	
3	9600	1	
3	14082	1	
3	4868	1	
3	14088	1	
3	18185	1	
3	9482	1	
3	4364	3	
3	271	1	
3	7952	1	
3	22232	1	
3	4886	3	
3	15128	1	
3	19737	3	
3	12570	1	
3	7471	3	
3	8989	1	
3	4894	1	
3	8479	1	
3	17185	1	
3	21797	1	
3	5414	1	
3	6441	1	
3	3975	1	
3	21295	6	
3	8502	2	
3	21305	2	
3	15674	1	
3	20284	1	
3	17034	1	
3	1342	1	
3	831	1	
3	21312	1	
3	22338	1	
3	20803	1	
3	16694	1	
3	20303	1	
3	15184	1	
3	12625	1	
3	21330	1	
3	11604	1	
3	14677	5	
3	9047	2	
3	18776	1	
3	6489	2	
3	11098	1	
3	18267	6	
3	1372	1	
3	20794	1	
3	22368	1	
3	11152	1	
3	3426	1	
3	20329	1	
3	8043	2	
3	8741	5	
3	21870	1	
3	14703	1	
3	10096	1	
3	11496	1	
3	9074	1	
3	21875	1	
3	7540	1	
3	15166	1	
