1	11394	1	
1	8835	1	
1	4364	1	
1	22032	1	
1	20882	1	
1	14483	1	
1	17608	1	
1	22557	1	
1	22442	2	
1	14509	1	
1	5425	1	
1	9918	1	
1	14016	1	
1	9154	1	
1	2243	1	
1	18632	1	
1	20299	1	
1	13388	1	
1	9170	1	
1	595	1	
1	14677	1	
1	11992	1	
1	12899	1	
2	1280	1	
2	17408	1	
2	6146	1	
2	1032	2	
2	22282	1	
2	20875	1	
2	22032	3	
2	11793	1	
2	4115	1	
2	11284	1	
2	14592	1	
2	13207	1	
2	21912	1	
2	11418	1	
2	7066	1	
2	22303	1	
2	20256	1	
2	13704	1	
2	18267	3	
2	6052	1	
2	11590	1	
2	13863	1	
2	1800	1	
2	8797	1	
2	12360	1	
2	4019	1	
2	22196	3	
2	16054	1	
2	12471	1	
2	8376	1	
2	21305	1	
2	9915	1	
2	906	1	
2	3106	1	
2	4929	1	
2	7362	1	
2	13252	1	
2	16966	2	
2	3528	1	
2	13388	1	
2	13516	1	
2	19789	2	
2	5838	2	
2	7547	1	
2	13776	1	
2	21586	1	
2	20565	2	
2	3798	1	
2	20057	1	
2	4571	1	
2	3037	1	
2	8158	1	
2	8803	1	
2	2407	1	
2	10984	1	
2	12778	2	
2	21613	2	
2	17533	1	
2	9458	1	
2	4219	1	
2	18808	1	
2	17657	1	
2	18042	1	
2	1147	1	
2	14076	1	
2	17661	1	
2	10218	1	
3	5504	1	
3	14592	3	
3	6150	2	
3	22024	1	
3	11787	1	
3	22414	1	
3	22032	2	
3	20882	1	
3	18840	1	
3	13978	1	
3	7451	1	
3	4008	1	
3	1705	1	
3	12288	1	
3	12718	2	
3	12852	1	
3	19913	1	
3	9915	1	
3	11714	1	
3	15499	1	
3	13252	1	
3	17225	1	
3	16970	1	
3	13388	1	
3	18385	1	
3	18002	1	
3	2265	1	
3	19290	1	
3	8028	1	
3	8797	1	
3	2271	1	
3	17424	1	
3	15035	1	
3	19812	1	
3	13030	1	
3	12390	2	
3	3687	1	
3	12905	1	
3	17770	1	
3	20690	1	
3	7017	1	
3	17530	1	
3	637	1	
4	12288	1	
4	15874	1	
4	19077	1	
4	3590	1	
4	1031	1	
4	3340	1	
4	18317	1	
4	4496	1	
4	14993	1	
4	2834	1	
4	15124	1	
4	18840	1	
4	17818	1	
4	6686	1	
4	20384	1	
4	5414	1	
4	21617	1	
4	4008	2	
4	17066	1	
4	4011	1	
4	15128	1	
4	7088	1	
4	3511	1	
4	20281	1	
4	9915	1	
4	11708	1	
4	8894	1	
4	4671	1	
4	13252	2	
4	22344	1	
4	12878	1	
4	18002	1	
4	20153	1	
4	11489	1	
4	19812	1	
4	18921	1	
4	20690	1	
4	15216	1	
4	12529	1	
4	8425	1	
4	4884	1	
4	8188	1	
4	21629	1	
5	6146	1	
5	14595	1	
5	19077	1	
5	3590	1	
5	8641	1	
5	1032	1	
5	17162	1	
5	7938	1	
5	22414	1	
5	13388	1	
5	17681	1	
5	10514	1	
